id,image_title_vernacular,image_title_latin,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,first_coronation,coronation_dates,strongest_evidence,popes,legates,confidence,source_count
nuestra-senora-de-los-remedios-naucalpan,Nuestra Señora de los Remedios,Imago Beatae Mariae Virginis quae in sacra aede Naucalpanensis civitatis servatur,Blessed Virgin Mary,Sacra aedes civitatis Naucalpanensis,Naucalpan,Tlalnepantlana,Tlalnepantla,Mexico,,,papal_coronation_act,Paulus PP. VI,"Philippus a Iesu Cueto, Episcopus Tlalnepantlanus (deputed to impose the crown 'Nostro nomine et auctoritate')",high,1
nuestra-senora-de-ocotlan-ocotlan-provincia-tlax,Nuestra Señora de Ocotlán,Beata Maria Virgo Immaculata de Ocotlan,Blessed Virgin Mary,Ecclesia collegialis B. M. V. « de Ocotlan »,Ocotlan (provincia Tlaxcalensis),Angelorum (archidioecesis; olim dioecesis de Tlaxcala),Puebla de los Angeles,Mexico,,,retrospective_attestation,Pius PP. XII,,high,2
nuestra-senora-del-carmen-papantla,Nuestra Señora del Carmen,Beata Maria Virgo de Monte Carmelo,Blessed Virgin Mary,the episcopal see church of Papantla ('in ipsa episcopali sede proposita'),Papantla,Papantlensis,Papantla,Mexico,1948,1948,retrospective_attestation,Ioannes PP. XXIII,,medium,1
nuestra-senora-de-la-salud-patzcuaro,Nuestra Señora de la Salud,Beata Maria Virgo a Salute,Blessed Virgin Mary,Ecclesia conlegiata B. M. V. a Salute (vulgo de la Salud),Pátzcuaro,Mechoacanensis,Morelia (Michoacán),Mexico,1899,1899,retrospective_attestation,Pius PP. XI,,high,1
nuestra-senora-de-san-juan-de-los-lagos-san-juan,Nuestra Señora de San Juan de los Lagos,"Beata Maria Virgo Immaculata, sub titulo « de San Juan de los Lagos »",Blessed Virgin Mary,"Templum B. M. V. « de San Juan de los Lagos » (collegiate church, raised to Basilica Minor 1 May 1947)",San Juan de los Lagos,Guadalaiarensis,Guadalajara,Mexico,,,retrospective_attestation,Pius PP. XII,,high,2
nuestra-senora-de-guanajuato-santa-fe-de-guanaju,Nuestra Señora de Guanajuato,Simulacrum Beatae Mariae Virginis primae labis nesciae,Blessed Virgin Mary,Ecclesia paroecialis B. Mariae Virginis (Templum dedicated 1671),Santa Fe de Guanajuato,Leonensis,León,Mexico,,,retrospective_attestation,Pius PP. XII,,high,1
nuestra-senora-del-rosario-de-talpa-talpa-talpa,Nuestra Señora del Rosario de Talpa,Beatissima Virgo Maria a Sacratissimo Rosario,Blessed Virgin Mary,Sanctuarium (Templum) B. Mariae V. a Sacratissimo Rosario,Talpa (Talpa de Allende),Tepicensis,Tepic,Mexico,1923,1923,retrospective_attestation,Pius PP. XII,,high,2
virgen-de-la-candelaria-tecoman,Virgen de la Candelaria,,Blessed Virgin Mary,Sanctuarium oppidi Tecomán,Tecomán,Colimensis,Colima,Mexico,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
nuestra-senora-de-los-remedios-tlalnepantla,Nuestra Señora de los Remedios,,Blessed Virgin Mary,Sanctuarium Nuestra Señora de los Remedios,Tlalnepantla,Tlalnepantlana,Tlalnepantla,Mexico,1974,1974,retrospective_attestation,Ioannes Paulus PP. II,,high,1
sterre-der-zee-star-of-the-sea-maastricht,Sterre der Zee (Star of the Sea),Beata Maria Virgo sub titulo « Stellae Maris »,Blessed Virgin Mary,Templum paroeciale B. M. V. in caelum Assumptae,Maastricht,Ruremondensis,Roermond,Netherlands,1912,1912,retrospective_attestation,Pius PP. XI,,medium,1
la-virgen-del-viejo-nuestra-senora-de-el-viejo-e,La Virgen del Viejo (Nuestra Señora de El Viejo),Imago Deiparae Virginis titulo Immaculatae Conceptionis,Blessed Virgin Mary,Sanctuarium nationale Nicaraguanum (El Viejo),El Viejo,Leonensis in Nicaragua,León (Nicaragua),Nicaragua,1747,1747,papal_coronation_act,Ioannes Paulus PP. II,,high,2
nuestra-senora-de-la-asuncion-monimbo,Nuestra Señora de la Asunción,Imago Beatae Mariae Virginis sub titulo « Nuestra Señora de la Asunción »,Blessed Virgin Mary,Paroecia S. Mariae Magdalenae,Monimbó,Managuensis,Managua,Nicaragua,,,papal_coronation_act,Ioannes Paulus PP. II,"Managuensis Ordinarius (Michael Obando Bravo, Archiepiscopus Managuensis, was the petitioner and is charged to impose the crown 'Nostro nomine et auctoritate')",medium,1
virgen-de-la-puerta-peru,Virgen de la Puerta,,Blessed Virgin Mary,,,,,Peru,1943,1943,retrospective_attestation,Pius PP. XII,,medium,1
la-virgen-de-la-candelaria-de-chapi-chapi,La Virgen de la Candelaria de Chapi,Simulacrum B. M. V. sub titulo « la Virgen de la Candelaria »,Blessed Virgin Mary,sacra aedes loci « Chapi »,Chapi,Arequipensis,Arequipa,Peru,1985-02-02,1985-02-02,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-la-merced-lima,Nuestra Señora de la Merced,prodigiosa Beatae Mariae Virginis de Mercede imago,Blessed Virgin Mary,Ecclesia Beatae Mariae Virginis de Mercede (Ordinis Redemptionis Captivorum),Lima,Limana (archidioecesis),Lima,Peru,1721-09-24,1721-09-24; 1921-09-24,chapter_decree,Pius PP. XI,,high,2
nuestra-senora-de-la-evangelizacion-lima,Nuestra Señora de la Evangelización,,Blessed Virgin Mary,,Lima,Limana,Lima,Peru,,,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
nuestra-senora-del-carmen-de-paucartambo-paucart,Nuestra Señora del Carmen (de Paucartambo),Imago B. M. V. « dei Carmen »,Blessed Virgin Mary,templum paroeciale oppiduli Paucartambo,Paucartambo,Cuschensis,Cusco,Peru,1985-02-03,1985-02-03,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
nuestra-senora-de-caysasay-philippines,Nuestra Señora de Caysasay,,Blessed Virgin Mary,,,,,Philippines,1954-12-08,1954-12-08,retrospective_attestation,Pius PP. XII,,medium,1
statua-iesu-infantis-cebu,,statua Iesu Infantis,Infant Jesus,,Cebu,Caebuana,Cebu,Philippines,1965,1965,papal_legate_deputation,Paulus PP. VI,"Hildebrandus Antoniutti, S.R.E. Cardinalis, Praefectus Sacri Consilii Religiosis Ordinibus Sodalitatibusque praepositi",medium,1
visita-malabon,Visita,Imago Beatae Mariae Virginis Immaculatae vulgo « Visita » nuncupata,Blessed Virgin Mary,parish church of Malabon,Malabon,Manilensis,Manila,Philippines,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
our-lady-of-mt-carmel-manila,Our Lady of Mt. Carmel,,Blessed Virgin Mary,basilica paroecialis Sancti Sebastiani,Manila,Manilensis,Manila,Philippines,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
our-lady-of-the-abandoned-manila-santa-ana,Our Lady of the Abandoned,,Blessed Virgin Mary,ecclesia Sanctae Annae,Manila (Santa Ana),Manilensis,Manila,Philippines,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
our-lady-of-penafrancia-paco-manila,Our Lady of Peñafrancia,Imago B. Mariae Virginis « Our Lady of Peñafrancia »,Blessed Virgin Mary,parish church of Paco,"Paco, Manila",Manilensis,Manila,Philippines,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
our-lady-of-the-most-holy-rosary-ubanon,Our Lady of the Most Holy Rosary,Beata Maria Virgo sub titulo « Sanctissimi Rosarii »,Blessed Virgin Mary,,Ubanon,Calbayogana,Calbayog,Philippines,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-milosierdzia-bialystok,Matka Miłosierdzia,Mater Misericordiae,Blessed Virgin Mary,sacellum cathedralis templi Bialostocensis,Białystok,Bialostocensis,Białystok,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
imago-b-m-virginis-quae-in-sacra-aede-loci-vulgo,,Imago B. M. Virginis quae in sacra aede loci vulgo Blotnica colitur,Blessed Virgin Mary,Perantiquum paroeciale templum loci Blotnica,Blotnica (Bloetnica),Sandomiriensis,Sandomierz,Poland,,,papal_coronation_act,Paulus PP. VI,"Petrus Golebiowski, Episcopus titulo Panitanus, Administrator Apostolicus dioecesis Sandomiriensis (deputed to impose the crown 'Nostro nomine et auctoritate')",high,1
obraz-matki-bozej-z-brdowa-our-lady-of-brdow-brd,Obraz Matki Bożej z Brdowa (Our Lady of Brdów),Beata Maria Virgo « Victrix »,Blessed Virgin Mary,sanktuarium w Brdowie (sanctuary of Brdów),Brdów,Vladislaviensis,Włocławek,Poland,1983-06-19,1983-06-19,papal_coronation_act,Ioannes Paulus PP. II,,high,2
nostra-signora-di-chelm-chelm,Nostra Signora di Chelm,,Blessed Virgin Mary with Child (Dexiokratousa),Cathedral of the Nativity of the Virgin,Chełm,,,Poland,1765-09-15,1765-09-15,chapter_decree,,,medium,2
matka-boza-bolesna-chelminska-chelmno,Matka Boża Bolesna Chełmińska,,Blessed Virgin Mary (Pietà),,Chełmno,,,Poland,1754-05-22,1754-05-22,chapter_decree,,,low,1
beata-maria-virgo-nivalis-et-divinus-infans-ciri,,Beata Maria Virgo Nivalis et Divinus Infans,Blessed Virgin Mary,Abbatia de Ciricio,Ciricium (Szczyrzyc),Tarnoviensis,Tarnów,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-wychowawczyni-educatricis-czarna-czar,"Matka Boża Wychowawczyni (« Educatricis »), Czarna",Educatrix,Blessed Virgin Mary,Sanctuarium loci Czarna,Czarna,Radomensis,Radom,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
imago-beatae-mariae-virginis-scapularis-seu-de-m,,Imago Beatae Mariae Virginis Scapularis seu de Monte Carmelo,Blessed Virgin Mary,,Czerna,Cracoviensis,Kraków,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
santa-maria-di-chiaromonte-czestochoviensi-czest,Santa Maria di Chiaromonte Czestochoviensi,Imago Beatae Mariae Virginis Claromontanae,Blessed Virgin Mary,Sanctuarium Iasnae Montanae (Jasna Góra),Częstochowa (Jasna Góra),Czestochoviensis,Częstochowa,Poland,1717-09-08,1717-09-08,chapter_decree,Franciscus PP.,,medium,3
imago-beatae-mariae-virginis-de-lysiec-gliwice,,Imago Beatae Mariae Virginis de « Lysiec »,Blessed Virgin Mary,"church of the Most Holy Trinity, Gliwice",Gliwice,Opoliensis,Opole,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,2
matka-boza-pocieszenia-gniezno-gniezno,"Matka Boża Pocieszenia, Gniezno",Mater Consolationis,Blessed Virgin Mary,"Ecclesia B.M.V. in caelum Assumptae, Gnesnae",Gniezno,Gnesnensis,Gniezno,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-bolesna-halcnow-bielsko-biala,Matka Boża Bolesna,Mater Dei Dolorosa,Blessed Virgin Mary,paroeciale templum loci « Halcnów »,Hałcnów (Bielsko-Biała),Bielscensis-Zyviecensis,Bielsko-Żywiec,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
maria-sniezna-iglizna-iglizna-miedzygorze,Maria Śnieżna (Iglizna),Beata Maria Virgo Nivalis,Blessed Virgin Mary,"ecclesia in monte « Iglizna » seu Acuum, intra paroeciae Sancti Ioseph Miedzygórze fines",Iglizna (Miedzygórze),Vratislaviensis,Wrocław,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-niezawodnej-nadziei-jamna,Matka Niezawodnej Nadziei,imago Beatae Virginis Mariae sub titulo Matka Niezawodnej Nadziei,Blessed Virgin Mary,oratorium loci v.d. Jamna,Jamna,Tarnoviensis,Tarnów,Poland,1998-07-03,1998-07-03,papal_personal_coronation,Ioannes Paulus PP. II,,medium,1
matka-boza-laskawa-z-janowa-lubelskiego-janow-lu,Matka Boża Łaskawa z Janowa Lubelskiego,Imago B. M. V. titulo « Amabilis » seu « a Rosario »,Blessed Virgin Mary,templum paroeciale loci Janów Lubelski,Janów Lubelski,Lublinensis,Lublin,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-bolesna-jaroslawska-jaroslaw,Matka Boża Bolesna Jarosławska,Beata Maria Virgo Dolorosa,Blessed Virgin Mary,Dominican shrine church of B. Maria Virgo Dolorosa at Jarosław (Ordo Praedicatorum),Jarosław,Premisliensis Latinorum,Przemyśl,Poland,1732,1732; 1755-09-08,chapter_decree,Paulus PP. VI,,medium,3
brama-milosierdzia-vrata-myloserdia-jaroslaw,Brama Miłosierdzia / Vrata Myloserdia,Beata Maria Virgo sub titulo « Porta Misericordiae »,Blessed Virgin Mary,Templum Transfigurationis Domini,Jarosław,Premisliensis ritus Byzantini Ucraini,Przemyśl (Ukrainian Byzantine rite),Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
simulacrum-sacrae-familiae-nazarethanae-kalisz,,simulacrum Sacrae Familiae Nazarethanae,Holy Family,"Basilica Assumptionis Beatae Mariae Virginis, « Kalisz »",Kalisz,Vladislaviensis,Włocławek,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
obraz-matki-bozej-kalwaryjskiej-our-lady-of-kalw,Obraz Matki Bożej Kalwaryjskiej (Our Lady of Kalwaria),,Blessed Virgin Mary,Bernardine sanctuary of Kalwaria Zebrzydowska (raised to minor basilica in this same allocution),Kalwaria Zebrzydowska,,Kraków,Poland,1887-08-15,1887-08-15,retrospective_attestation,Ioannes Paulus PP. II,,high,1
matka-boza-kazimierska-kazimierz-kazimierz-dolny,Matka Boża Kazimierska,imago B. M. V. « Casimiriensis »,Blessed Virgin Mary,templum Ordinis Fratrum Minorum Reformatorum,Kazimierz (Kazimierz Dolny),Lublinensis,Lublin,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-kodenska-koden,Matka Boża Kodeńska,,Blessed Virgin Mary (Guadalupe type),,Kodeń,,,Poland,1723-08-15,1723-08-15,chapter_decree,,,medium,1
matka-boza-krolowa-rodzin-koscierzyna-koscierzyn,"Matka Boża Królowa Rodzin, Kościerzyna",Beata Maria Virgo Regina Familiarum,Blessed Virgin Mary,Templum paroeciale oppidi Kościerzyna,Kościerzyna,Pelplinensis,Pelplin,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-rozancowa-krakow,Matka Boża Różańcowa,Antiqua Effigies Beatae Mariae Virginis a Rosario (Imagini Mariae sanctae Nivalis Romae asservatae similis),Blessed Virgin Mary,"Ecclesia Sanctissimae Trinitatis, Ordinis Fratrum Praedicatorum (Rosary chapel)",Kraków,Cracoviensis,Kraków,Poland,1921,1921,retrospective_attestation,Pius PP. XII,,high,1
nostra-signora-di-piasek-krakow-na-piasku,Nostra Signora di Piasek,,Blessed Virgin Mary,"Church of the Visitation 'in Arenis' (Carmelites, Na Piasku)",Kraków (Na Piasku),,,Poland,1883-09-08,1883-09-08,chapter_decree,,,medium,1
matka-boza-fatimska-krakow-nowa-huta-bienczyce,Matka Boża Fatimska,Deipara Virgo de Fatima,Blessed Virgin Mary,templum paroeciale B.M.V. Reginae Poloniae,"Kraków, Nowa Huta-Bieńczyce",Cracoviensis,Kraków,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-nieustajacej-pomocy-krakow-podgorze,Matka Boża Nieustającej Pomocy,Imago Beatae Mariae Virginis de Perpetuo Succursu,Blessed Virgin Mary,Ecclesia paroecialis Sanctissimo Redemptori dicata,Kraków-Podgórze,Cracoviensis,Kraków,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
antiquissima-beatae-matris-effigies-krypno,,antiquissima beatae Matris effigies,Blessed Virgin Mary,,Krypno,archidioecesis Vilnensis in Białystok,"Białystok (Vilnius archdiocese, Białystok portion)",Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-laskawa-matki-bozej-laskawej-krzeszow,Matka Boża Łaskawa (Matki Bozej Laskawej),Beata Maria Virgo Gratiarum,Blessed Virgin Mary,Sanctuarium loci v.d. Krzeszów,Krzeszów,Legnicensis,Legnica,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-pocieszenia-our-lady-of-lezajsk-lezaj,Matka Boża Pocieszenia (Our Lady of Leżajsk),imago Beatae Mariae Virginis Infantem Iesum ulnis ferentis,Blessed Virgin Mary with Child (Our Lady of the Snows type),Ecclesia/sanctuarium ab Annuntiatione B. Mariae Virginis (Order of Friars Minor),"Leżajsk, Bernardines",Premisliensis Latinorum,Przemyśl (Latin rite),Poland,1752-09-08,1752-09-08,chapter_decree,Pius PP. XI,,medium,2
obraz-matki-bozej-z-lubaczowa-matka-boza-laskawa,"Obraz Matki Bożej z Lubaczowa (Matka Boża Łaskawa, image of the vows of King John Casimir)",,Blessed Virgin Mary,co-cathedral / church at Lubaczów (Apostolic Administration of Lubaczów),Lubaczów,,Lubaczów (Apostolic Administration; remnant of the archdiocese of Lviv of the Latins),Poland,1983-06-19,1983-06-19,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
matka-boza-pocieszenia-lubiszewo-lubiszewo,"Matka Boża Pocieszenia, Lubiszewo","Beata Maria Virgo Gratiarum, « Mater Consolationis »",Blessed Virgin Mary,Ecclesia paroecialis loci Lubiszewo,Lubiszewo,Pelplinensis,Pelplin,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-placzaca-lublin-lublin,Matka Boża Płacząca (Lublin),simulacrum B. M. V. « Dominae Nostrae Plorantis »,Blessed Virgin Mary,cathedralis aedes Sancti Ioannis,Lublin,Lublinensis,Lublin,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
swieta-rodzina-miedniewicka-miedniewice,Święta Rodzina Miedniewicka,,Holy Family,Church of the Visitation (Reformed Franciscans),Miedniewice,,,Poland,1767-06-07,1767-06-07,chapter_decree,,,low,2
pocieszycielka-strapionych-matka-boza-pocieszeni,"Pocieszycielka Strapionych (Matka Boża Pocieszenia), Miedzna",Consolatrix Afflictorum,Blessed Virgin Mary,Ecclesia paroecialis loci Miedzna,Miedzna,Drohiczinensis,Drohiczyn,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
beata-maria-virgo-assumpta-in-caelum-regina-sanc,,Beata Maria Virgo « Assumpta in Caelum Regina Sancti Rosarii »,Blessed Virgin Mary,"Ecclesia paroecialis B.M.V. a Sancto Rosario et Sancti Stanislai, episcopi et martyris",Myszków-Mrzygłód,Czestochoviensis,Częstochowa,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
picta-imago-beatissimae-dei-matris-opoliensis-op,,picta Imago beatissimae Dei Matris Opoliensis,Blessed Virgin Mary,templum cathedrale Opoliense,Opole,Opoliensis,Opole,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
obraz-matki-bozej-z-katedry-opolskiej-our-lady-o,Obraz Matki Bożej z katedry opolskiej (Our Lady of Opole),,Blessed Virgin Mary,cathedral of Opole (image); coronation performed at the sanctuary of St Anne on Góra Świętej Anny,Opole (coronation at Góra Świętej Anny),,Opole,Poland,1983-06-21,1983-06-21,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
matka-boza-kujawska-ostrowas-ostrowas,Matka Boża Kujawska (Ostrowąs),Domina Cuiaviensis,Blessed Virgin Mary,Ecclesia paroecialis loci « Ostrowąs »,Ostrowąs,Vladislaviensis,Włocławek,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
imago-b-m-v-ostrozanensis-ostrozany,,Imago B. M. V. Ostrozanensis,Blessed Virgin Mary,"parish church of Ostrożany (B. M. V. and Sts Peter, Paul and Martin)",Ostrożany,Pinskensis,"Pinsk (Polish part, administered from Drohiczyn)",Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-pocieszenia-pasierbiec,Matka Boża Pocieszenia,Beata Maria Virgo a Consolatione,Blessed Virgin Mary,ecclesia paroecialis,Pasierbiec,Tarnoviensis,Tarnów,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-piekarska-piekary-slaskie,Matka Boża Piekarska,Antiquissima imago mariana loci Piekary,Blessed Virgin Mary,ecclesia paroecialis urbis Piekary (built 1846),Piekary Śląskie,Katovicensis,Katowice,Poland,,,retrospective_attestation,Franciscus PP.; Ioannes PP. XXIII,,medium,2
matka-boza-mirowska-pinczow,Matka Boża Mirowska,,Blessed Virgin Mary,templum Ordinis Fratrum Minorum,Pińczów,Kielcensis,Kielce,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-of-ploki-ploki,Matka Boża of Płoki,sacra imago Beatae Virginis Mariae,Blessed Virgin Mary,,Ploki,Cracoviensis,Kraków,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-teskniaca-matka-boza-teskniaca-powsin,"Matka Boża Tęskniąca (Matka Boza Teskniaca), Powsin",,Blessed Virgin Mary,Ecclesia paroecialis loci Powsin,Powsin (Warszawa),Varsaviensis,Warszawa (Warsaw),Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
imago-deiparae-virginis-mariae-immaculatae-przas,,Imago Deiparae Virginis Mariae Immaculatae,Blessed Virgin Mary,Sacellum / sanctuarium Patrum Passionistarum (Congregation of the Passion),Przasnysz,Plocensis,Plock,Poland,,,papal_coronation_act,Paulus PP. VI,"Deusdedit Marianus Vincentius Sikorski, Episcopus Plocensis (deputed to impose the crown 'Nostro nomine et auctoritate')",high,1
matka-boza-jackowa-przemysl-dominicans,Matka Boża Jackowa,"signum Dei Genetricis (Beata Maria Virgo, Regina Poloniae)",Blessed Virgin Mary with Child (enthroned; alabaster statuette),"cathedralis ecclesia Premisliensis Latinorum, S. Ioanni Baptistae ac B. Mariae Virgini Reginae Poloniae sacra","Przemyśl, Dominicans",Premisliensis Latinorum,Przemyśl (Latin rite),Poland,1766-08-15,1766-08-15,chapter_decree,Ioannes PP. XXIII,,medium,2
matka-boza-niepokalana-franciscans-przemysl-fran,Matka Boża Niepokalana (Franciscans),,Blessed Virgin Mary (Immaculata),,"Przemyśl, Franciscans",,,Poland,1777-09-15,1777-09-15,chapter_decree,,,medium,1
matka-boza-z-plonki-koscielnej-plonka-koscielna,Matka Boża z Płonki Kościelnej,Mariale simulacrum sanctuarii paroeciae Plonka Koscielna,Blessed Virgin Mary,sacellum paroeciae Plonka Koscielna,Płonka Kościelna,Lomzensis,Łomża,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-rokitnianska-cierpliwie-sluchajaca-ro,Matka Boża Rokitniańska (Cierpliwie Słuchająca),imago B. M. V. « Dominae patientis exauditionis »,Blessed Virgin Mary,paroecia Rokitno,Rokitno,Gorzoviensis,Gorzów (Zielona Góra-Gorzów),Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-rzeszowska-rzeszow,Matka Boża Rzeszowska,,Blessed Virgin Mary with Child (standing; wooden statuette),,Rzeszów,,,Poland,1763-09-08,1763-09-08,chapter_decree,,,medium,1
imago-beatae-virginis-in-sacra-tilia-culta-sacra,,imago Beatae Virginis in Sacra Tilia culta,Blessed Virgin Mary,ecclesia Visitationis Beatae Mariae Virginis in Sacra Tilia,Sacra Tilia,Varmiensis,Warmia,Poland,,,retrospective_attestation,Ioannes Paulus PP. II,,medium,1
sacra-imago-beatae-virginis-mariae-quae-in-templ,,Sacra imago Beatae Virginis Mariae quae in templo loci vulgo Sierpe colitur,Blessed Virgin Mary,Templum loci Sierpe,Sierpc,Plocensis,Plock,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,"Bogdanus Sikorski, Episcopus Plocensis (granted the faculty to crown 'nomine Nostro')",medium,1
matka-boza-bolesna-of-skrzatusz-skrzatusz,Matka Boża Bolesna of Skrzatusz,Imago B. Mariae Virginis Perdolentis,Blessed Virgin Mary,Ecclesia-sanctuarium loci « Skrzatusz »,Skrzatusz,Coslinensis-Colubregana,Koszalin-Kołobrzeg,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-staroskrzynska-staroskrzynska-skrzynn,"Matka Boża Staroskrzyńska (« Staroskrzynska »), Skrzynno",,Blessed Virgin Mary,Sanctuarium-ecclesia paroecialis loci Skrzynsko,Skrzynno / Skrzynsko,Radomensis,Radom,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-bolesna-skulsk,Matka Boża Bolesna,Sanctissima Maria Virgo Mater Dolorosa,Blessed Virgin Mary,Ecclesia paroecialis oppidi Skulsk,Skulsk,Vladislaviensis,Włocławek,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-skepska-skepe,Matka Boża Skępska,,Blessed Virgin Mary (Immaculata; wooden statuette),,Skępe,,,Poland,1755-05-18,1755-05-18,chapter_decree,,,medium,1
imago-virginis-b-mariae-virginis-in-caelum-assum,,Imago Virginis (B. Mariae Virginis in caelum Assumptae),Blessed Virgin Mary,Sanctuarium B. M. V. in caelum Assumptae (Societatis Iesu),Starawieś,Premisliensis Latinorum,Przemyśl (Latin rite),Poland,1877,1877,retrospective_attestation,Pius PP. XI,"Ludovicus Iacobini, Apostolicae Sedis Legatus",high,1
obraz-matki-bozej-ze-stoczka-warminskiego-matka,Obraz Matki Bożej ze Stoczka Warmińskiego (Matka Pokoju / Mother of Peace),Imago B. M. V. « Matris Pacis »,Blessed Virgin Mary,sanktuarium w Stoczku Warmińskim (sanctuary of Stoczek Warmiński),Stoczek Warmiński,Varmiensis,Warmia,Poland,1983-06-19,1983-06-19,papal_personal_coronation,Ioannes Paulus PP. II,,high,2
matka-boza-fatimska-szczecin-szczecin-stettin,Matka Boża Fatimska (Szczecin),simulacrum B. M. V. de Fatima,Blessed Virgin Mary,templum paroeciale Immaculati Cordis Mariae,Szczecin (Stettin),Sedinensis-Caminensis,Szczecin-Kamień,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-szkaplerzna-tomaszow-lubelski,Matka Boża Szkaplerzna,Imago Beatae Mariae Virginis Scapularis,Blessed Virgin Mary,Ecclesia paroecialis Annuntiationis B.M.V.,Tomaszów Lubelski,Zamosciensis-Lubaczoviensis,Zamość-Lubaczów,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-fatimska-trzebinia-trzebinia,"Matka Boża Fatimska, Trzebinia",Beata Maria Virgo de Fatima,Blessed Virgin Mary,Ecclesia paroecialis Sacratissimi Cordis Iesu,Trzebinia,Cracoviensis,Kraków,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
matka-boza-wspomozycielka-twardogora,Matka Boża Wspomożycielka,Imago Beatae Mariae Virginis Auxiliatricis,Blessed Virgin Mary,Ecclesia sanctuarii B.M.V.,Twardogóra,Calissiensis,Kalisz,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-fatimska-wadowice,Matka Boża Fatimska,Beata Maria Virgo de Fatima,Blessed Virgin Mary,templum S. Petri Apostoli,Wadowice,Cracoviensis,Kraków,Poland,,,papal_personal_coronation,Ioannes Paulus PP. II,,high,1
matka-boza-laskawa-wieliczka,Matka Boża Łaskawa,Imago Beatae Mariae Virginis Gratiarum,Blessed Virgin Mary,Templum paroeciale sancto Francisco Assisiensi dicatum,Wieliczka,Cracoviensis,Kraków,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,medium,1
matka-boza-of-wola-gulowska-wola-gulowska,Matka Boża of Wola Gułowska,imago veneranda beatae Mariae Virginis,Blessed Virgin Mary,templum Ordinis Fratrum Beatae Mariae Virginis de Monte Carmelo « Wola Gulowska »,Wola Gulowska,Siedlcensis,Siedlce,Poland,,,papal_coronation_act,Ioannes Paulus PP. II,,high,1
