series,volume,year,page,act_number,act_type,pope,citation,source_pdf_url,evidence_type,rubric_latin,incipit_latin,image_title_latin,image_title_vernacular,image_subject,church_or_sanctuary,locality,diocese_latin,diocese_modern,country,act_date,coronation_date,legate,confidence,notes
ASS,37,1904,195,,Decretum Consistoriale (S. Congregatio Consistorialis),Pius PP. X,"ASS 37 (1904), p. 195",https://www.vatican.va/archive/ass/documents/ASS-37-1904-5-ocr.pdf,papal_personal_coronation,ANCONITAN. ET HUMAN. EVECTIONIS AD DIGNITATEM ARCHIEPISCOPALEM HONORIS CAUSA. Sedes Episcopalis Anconitana evehitur in Archiepiscopalem honoris causa.,"Honoribus et privilegiis cumulare civitates tum incolarum frequentia tum nobilitate conspicuas, eas praesertim quae ab aetate Apostolica christianam fidem amplexatae sunt",Imago Deiparae sub titulo Reginae omnium Sanctorum,,Blessed Virgin Mary,Cathedral church of St Cyriacus (formerly dedicated to St Laurence Martyr),Ancona,Anconitana (et Humana),Ancona (and Osimo/Umana),Italy,1904-09-14,,,high,"Retrospective mention of a personal papal coronation, on printed p. 198: 'quamque gloriosus Pontifex Pius VII, Savona ubi captivus fuerat rediens, suis manibus aurea corona donavit.' Crowned by Pius VII with his own hands on his return from captivity at Savona; no date is given in the text (Pius VII's return journey was in 1814), so coronation_date is null. Page set to 195, where the decree begins ('EX S. CONGREGATIONE CONSISTORIALI - ANCONITAN. ET HUMAN.'); the coronation statement is on p. 198 and the Datum (14 September 1904) on p. 200 - rubric, incipit and date taken from the full volume text. Country derived from Ancona/Picenum/Adriatic. OCR running head reads 'Ancoriitan.'."
ASS,37,1904,478,,Decretum Consistoriale (S. Congregatio Consistorialis) - erectio in Basilicam minorem,Pius PP. X,"ASS 37 (1904), p. 478",https://www.vatican.va/archive/ass/documents/ASS-37-1904-5-ocr.pdf,retrospective_attestation,CLAVAREN. ERECTIONIS AD DIGNITATEM BASILICAE MINORIS. Cathedralis ecclesia B. M. Virgini de Horto Clavara sacra in Basilicam minorem erigitur.,Inter aedes augustae Dei Genitrici in Liguria dicatas ea sane memoratu digna est quae Clavarii existit Beatae Virgini ab Horto nuncupatae sacra,Sacra Imago Beatae Mariae Virginis de Horto,,Blessed Virgin Mary,Cathedral church of B. M. V. de Horto (originally an image painted in 1493 on a garden wall),"Chiavari (Clavarium), Liguria",Clavarensis,Chiavari,Italy,1904-11-27,1645,,medium,"Retrospective clause on printed p. 479: '... eam anno MDCXLV urbis Clavarii praesides ac finitimorum pagorum magistratus, cunctis plaudentibus, in caelestem civitatis ac totius Clavarensis regionis Praestitem delegerint, atque Vaticanum Capitulum sacram Imaginem aurea corona donandam decreverit.' Crowning decreed by the Chapter of St Peter's (Capitulum Vaticanum). Confidence medium because the year MDCXLV = 1645 is stated primarily of the patronal election, and it is only by the construction of the sentence that it also covers the Chapter's decree; a checker should verify the coronation year. Page set to 478, where the decree begins (the coronation statement is on p. 479; rubric line 'CLAVAREN. ERECTIONIS AD DIGNITATEM BASILICAE MINORIS' taken from the full volume text). OCR: 'Clavara' for 'Clavarii'/'Clavarensi', 'moHtionibus' for 'molitionibus'. Country: 'in Liguria' explicit."
ASS,40,1907,19,,"Litterae Apostolicae (Breve, Ex Secretaria Brevium)",Pius PP. X,"ASS 40 (1907), p. 19",https://www.vatican.va/archive/ass/documents/ASS-40-1907-ocr.pdf,retrospective_attestation,Ecclesia B. Mariae Virginis Gratiarum in Monte Sancto ad dignitatem Basilicae minoris evehitur.,"In sublimi Beati Petri Cathedra, ad quam licet immerentes evecti sumus, nihil potius habemus, quam sacrarum aedium honor et cultus magis magisque in dies augeatur.",Beata Maria Virgo Gratiarum in Monte Sancto (Deipara Virgo Opifera),,Blessed Virgin Mary,Ecclesia Beatae Mariae Virginis Gratiarum in Monte Sancto,"Mons Sanctus prope Urbem Goritiam (Monte Santo / Sveta Gora, near Gorizia)",Goritiensis,Gorizia,Slovenia,1906-11-19,1717,,medium,"Brief elevating the church to a minor basilica; the coronation is mentioned in passing: 'venerata Deiparae Virginis Imago quae summa religione ibidem colitur iam inde ab anno MDCCXVII ex decreto Capituli Vaticani aureo diademate ornata sit' — i.e. crowned with a golden diadem in 1717 by decree of the Vatican Chapter. The act begins on printed p. 19 (rubric + 'AD PERPETUAM REI MEMORIAM'); the coronation sentence itself falls on p. 20, which is the passage's printed_page. Datum line reads 'die XIX Novembris MCMVI, Pontificatus Nostri anno quarto' = 1906-11-19, one year earlier than the volume year (ASS 40 = 1907); trusted the act. The text places the shrine 'prope Urbem Goritiensem' in 'Austriacae Ditionis' (Austrian Littoral, county of Gorizia, 1907); the modern country is inferred — Sveta Gora / Monte Santo lies today in Slovenia, above Nova Gorica, just across the Italian border — hence confidence lowered to medium. Raw OCR: 'celebérrimas' for 'celeberrimas'. No vernacular title given in the text."
ASS,41,1908,621,,Epistola,Pius PP. X,"ASS 41 (1908), p. 621",https://www.vatican.va/archive/ass/documents/ASS-41-1908-ocr.pdf,norms,Pii PP. X circa coronationem simulacri S. Cordis Iesu.,Me taedet preces tuas exaudire non posse eo quod S. Rituum Congregatio ultimis hisce diebus incongruum declaravit imaginibus divini Cordis Iesu coronas imponere,,,,,,,,,1908-07-09,,,high,"NEGATIVE norm, not a grant: Pius X tells Léon Gauthey, Bishop of Nevers, that he cannot grant his petition because the S. Congregation of Rites has just declared it 'incongruum' to impose crowns on images of the Sacred Heart of Jesus, permitting only that a crown be laid at the feet of the statue ('corona ad simulacri pedes deponatur'), which the bishop may do in the Pope's name. Emitted as `norms` per SPEC (general legislation about crowning images) with image fields null, though the letter arises from one concrete case: a simulacrum of the Sacred Heart in the diocese of Nevers (Nivernensis), France, for which no coronation was in fact permitted. Retained because it is the governing rule of the period on crowning Sacred Heart images and explains later refusals. Datum: 'Ex aedibus Vaticanis, die 9 Iulii 1908'. OCR: 'exaudiré' -> 'exaudire'. The letter is indexed at ASS 41, p. 621 ('Epistola Pii X circa coronationem simulacri S. Cordis Iesu ... 621')."
AAS,1,1909,249,II,Litterae Apostolicae,Pius PP. X,"AAS 1 (1909), p. 249",https://www.vatican.va/archive/aas/documents/AAS-01-1909-ocr.pdf,retrospective_attestation,ECCLESIA METROPOLITANA LANCIANENSIS TITULO BASILICAE MINORIS AUGETUR.,"Conspicua templa Dei, quae non minus vetustate ac molis amplitudine quam artis operibus et eximia imprimis fidelium religione prae ceteris excellant","pervetus B. M. V. figulinum simulacrum, B. M. V. de Ponte",Madonna del Ponte,Blessed Virgin Mary,Ecclesia metropolitana Lancianensis B. M. V. de Ponte dicata,Lanciano,Lancianensis,Lanciano,Italy,1909-02-05,1833,,high,"Basilica Minor elevation; crowning attested in passing: 'pervetus B. M. V. figulinum simulacrum, usque ab anno MDCCCXXXIII ex Capituli vaticani decreto aurea corona redimitum'. OCR 'tempia' repaired to 'templa' in the incipit. In the OCR the act body is interrupted by an intervening Epistola (pp. 250); the 'Datum ... die v Februarii MCMIX' belongs to this act, the earlier 'die xviii Septembris MCMVIII' to the preceding act I."
AAS,1,1909,460,II,Epistula,Pius PP. X,"AAS 1 (1909), p. 460",https://www.vatican.va/archive/aas/documents/AAS-01-1909-ocr.pdf,papal_legate_deputation,"AD R. P. D. ALOISIUM PELLIZZO, EPISCOPUM PATAVINUM, DE CORONANDA, NOMINE SUMMI PONTIFICIS, IMAGINE B. MARIAE CONSTANTINOPOLITANAE.","Munus imponendi propediem auream coronam pervetustae imagini Mariae Constantinopolitanae, quae istic in amplissima et nobili aede Iustinae religiosissime colitur",Imago B. Mariae Constantinopolitanae,Madonna Costantinopolitana,Blessed Virgin Mary,Aedes Sanctae Iustinae,Padua,Patavina,Padua,Italy,1909-04-30,1909,"Aristides S. R. E. Cardinalis, Patriarcha Venetiarum",medium,"Assigned passage is the volume index (printed p. 874): 'Pellizzo Aloisius, Episcopus Patavinus, epistolam accipit, qua Summus Pontifex testatur gaudere se quod coronetur imago B. Mariae Constantinopolitanae, 460'. Record built on the letter at printed p. 460, used as aas_page. The rubric OCRs 'EPISCOPUM PATAVIUM' (read: PATAVINUM). Legate named in the text only by praenomen and office ('dilecto Filio Nostro Aristidi Cardinali Patriarchae Venetiarum' = Aristide Cavallari); surname not in the text, so not supplied. Coronation to take place 'mense maio vertente' 1909, hence year only. Country inferred from Padua/Venice, hence medium."
AAS,1,1909,498,II,Decretum (S. Congregatio Rituum),Pius PP. X,"AAS 1 (1909), p. 498",https://www.vatican.va/archive/aas/documents/AAS-01-1909-ocr.pdf,retrospective_attestation,"NEAPOLITANA. DECRETUM INTRODUCTIONIS CAUSAE PRO BEATIFICATIONE ET CANONIZATIONE VENERABILIS SERVI DEI PLACIDI BACCHER, PRESBYTERI SAECULARIS E TERTIO ORDINE S. DOMINICI, RECTORIS VETERIS ECCLESIAE SS. NOMINI IESU DICATAE IN URBE NEAPOLITANA.","Dives in misericordia Deus congruentem temporibus conferens opem, in sinu Ecclesiae suae opportune suscitat sacerdotes, Christi spiritu plenos",simulacrum Immaculatae Conceptionis,Immacolata Concezione,Blessed Virgin Mary,"Vetus ecclesia Ssmo Nomini Iesu dicata (a Iesu veteri), Neapoli",Naples,Neapolitana,Naples,Italy,1909-05-04,1826-12-30,Cardinalis Ruffo Scilla,high,"Crowning attested in passing in the biographical section of the decree: 'auctoritate et decreto Rmi Capituli vaticani, die xxx Decembris a. MDCCCXXVI, ab eiusdem Capituli delegato, Cardinali Ruffo Scilla, aurea corona decoratum fuit'. Ruffo Scilla acted as delegate of the Vatican Chapter, not as papal Legate. The decree begins on printed p. 498 (passage printed_page is 500, where the coronation is mentioned). act_date is the Congregation's session date (die iv Maii MDCCCCIX); Pius X signed the commission on 12 May 1909."
AAS,1,1909,573,I,Litterae Apostolicae,Pius PP. X,"AAS 1 (1909), p. 573",https://www.vatican.va/archive/aas/documents/AAS-01-1909-ocr.pdf,retrospective_attestation,ECCLESIA S. IUSTINAE VIRGINIS ET MARTYRIS IN CIVITATE PATAVINA EVEHITUR AD DIGNITATEM BASILICAE MINORIS.,"Neminem latet inter sanctiores illustrioresque catholici orbis ecclesias, iure meritoque esse accensendum celeberrimum templum, quod in honorem sanctae Iustinae virginis et martyris extat Patavii",Imago Deiparae Constantinopolitanae (Constantinopolitana Virgo),,Blessed Virgin Mary,"Ecclesia sanctae Iustinae, sacellum Constantinopolitanae Virginis",Padua (Patavium),Patavina,Padua,Italy,1909-06-25,1909-05-23,"S. R. E. Cardinalis Cavallari, Venetiarum Patriarcha",high,"Basilica Minor elevation of S. Giustina, Padua, mentioning in passing that the image was crowned 'nuper die xxni elapsi mensis Maii ... ad hoc per Nos delegatus ... solemni ritu diademate auxit'; letters dated 25 June 1909, so 'elapsi mensis Maii' = May 1909. Passage printed_page was 574; the act (rubric and incipit) begins on printed page 573, verified in the volume text, and 573 is used as aas_page. Country Italy inferred from Padua - unambiguous. Same image as AAS-01-1909-ocr#460."
AAS,2,1910,323,IV,Litterae Apostolicae,Pius PP. X,"AAS 2 (1910), p. 323",https://www.vatican.va/archive/aas/documents/AAS-02-1910-ocr.pdf,retrospective_attestation,"ECCLESIA PAROCHIALIS PAGI VULGO "" BONSECOURS "", DIOECESIS TORNACENSIS, TITULO BASILICAE MINORIS DECORATUR.","Conspicua templa Dei, quae tum vetustate, tum insignibus Sanctorum simulacris, tum etiam summa fidelium religione celebrantur",vetus ac celeberrimum Simulacrum Deiparae Virginis de bono Succursu,Notre-Dame de Bonsecours,Blessed Virgin Mary,Ecclesia parochialis Deiparae Virgini de bono Succursu dicata,Bonsecours,Tornacensis,Tournai,Belgium,1910-04-13,,,high,"Pius X states that he himself had decreed the image to be solemnly crowned with a golden diadem by earlier Letters dated 24 March 1905: 'illud per similes Nostras litteras, die quarto et vigesimo Martii anno MCMV datas, aureo diademate sollemni ritu coronandum decrevimus'. The passage gives the date of the decree, not of the crowning itself, so coronation_date is left null. OCR 'tempia' repaired to 'templa'. Belgium is explicit in the text ('e Belgicis ... regionibus', 'in Belgico regno')."
AAS,2,1910,570,III,Litterae Apostolicae,Pius PP. X,"AAS 2 (1910), p. 570",https://www.vatican.va/archive/aas/documents/AAS-02-1910-ocr.pdf,retrospective_attestation,ECCLESIA METROPOLITANA LEOPOLIENSIS LATINORUM TITULO BASILICAE MINORIS DECORATUR.,"Constat apprime Cathedralem Leopoliensem Latinorum Ecclesiam, anno MCCCLXX sub titulo Deiparae Virginis Sideribus receptae aedificatam",vetustissima Deiparae Imago,,Blessed Virgin Mary,"Ecclesia metropolitana Leopoliensis Latinorum, sub titulo B. M. Virginis in coelum Assumptae",Leopolis (Lviv),Leopoliensis Latinorum,Lviv (Latin archdiocese),Ukraine,1910-06-21,1762,,medium,"Crowning attested in passing: 'vetustissimam Deiparae Imaginem veneraturi, quae ex decreto Capituli Vaticani iam inde ab anno MDCCLXII aureo diademate redimita fuit'. The text names only 'Provincia Galiciae'; the modern country (Ukraine) is inferred from the identification of Leopolis with Lviv - confidence lowered to medium on that account."
AAS,3,1911,122,I,Litterae Apostolicae,Pius PP. X,"AAS 3 (1911), p. 122",https://www.vatican.va/archive/aas/documents/AAS-03-1911-ocr.pdf,retrospective_attestation,"TEMPLUM B. M. VIRGINIS VULGO "" DEL PILASTRELLO "" PROPE LENDINARAM ADRIENSIS DIOECESEOS AD DIGNITATEM BASILICAE MINORIS EVEHITUR.","Traditum a Romanis Pontificibus Praedecessoribus Nostris, morem servantes, templa Dei, quae magno avitae pietatis studio circumfusa, singulari Christifidelium frequentia celebrantur","simulacrum Virginis Iesum Infantem ulnis gestantis, B. M. V. de Pila parva",Madonna del Pilastrello,Blessed Virgin Mary,"Templum B. Mariae Virginis de Pila parva, vulgo ""dei Pilastrello"" (Olivetan monastery church)",Lendinara,Adriensis,Adria,Italy,1911-02-15,1906,,high,"'simulacrum ipsum ab Antistitibus Adriensibus bis antea redimitum, anno demum millesimo nongentesimo sexto, ex Capituli Vaticani decreto, coronis aureis decoraretur' - i.e. crowned twice earlier by bishops of Adria, then in 1906 by decree of the Vatican Chapter. OCR 'tempia' repaired to 'templa'. Diocese is today Adria-Rovigo."
AAS,3,1911,177,I,Litterae Apostolicae,Pius PP. X,"AAS 3 (1911), p. 177",https://www.vatican.va/archive/aas/documents/AAS-03-1911-ocr.pdf,retrospective_attestation,"ECCLESIA S. DOMINICI CONFESSORIS, CORDUBAE IN REPUBLICA ARGENTINA, ERIGITUR IN BASILICAM MINOREM.","Praestantiora Catholici Orbis Sanctuaria, quae antiqua Christiani populi religione celebria, tum molis amplitudine tum liberalium artium ornamento","vetustissima ac thaumaturga Virginis Deiparae Imago, a Miraculo nuncupata",Nuestra Señora del Milagro,Blessed Virgin Mary,Ecclesia S. Dominici Confessoris (Ordinis Praedicatorum),Córdoba,Cordubensis,Córdoba,Argentina,1911-04-03,1892,,high,'Comperimus similiter eodem illo anno [MDCCCXCII] Leonis PP. XIII re. me. Decessoris Nostri nomine et auctoritate aureo diademate redimitam fuisse vetustissimam ac thaumaturgam Virginis Deiparae Imaginem'. OCR prints the year as 'MDCCcxcii' = 1892. The image is said to have come ashore at Callao in Peru and thence been taken to Córdoba.
AAS,3,1911,410,II,Litterae Apostolicae,Pius PP. X,"AAS 3 (1911), p. 410",https://www.vatican.va/archive/aas/documents/AAS-03-1911-ocr.pdf,retrospective_attestation,ECCLESIA AUGUSTAE TAURINORUM IN HONOREM VIRGINIS CHRISTIANORUM ADIUTRICIS ERIGITUR IN BASILICAM MINOREM.,"Anno reparatae salutis MDCCCLXXXVI pietate ac religione insignis vir, venerabilis Dei famulus Ioannes Bosco, Salesianae familiae pater ac legifer, Augustae Taurinorum ab imis fundamentis splendidum in honorem Deiparae Virginis Christianorum Adiutricis templum excitandum curavit",Imago thaumaturgae Virginis Adiutricis (Deipara Virgo Christianorum Adiutrix),,Blessed Virgin Mary,"Sacra Aedes Deiparae Virginis Christianorum Adiutricis (Salesian sanctuary, Valdocco)",Turin (Augusta Taurinorum),Taurinensis,Turin,Italy,1911-07-13,1903-05-27,,high,"Basilica Minor elevation; states that Leo XIII gave the Cardinal Archbishop of Turin the faculty to impose a golden diadem in his name and by his authority 'sexto Kalendas Iunias anno millesimo nongentesimo tertio' = 27 May 1903. The crowner is not named at that point ('Cardinali Antistiti Taurinensium'); the same act later names Augustinus S. R. E. Card. Richelmy as Archbishop of Turin, so legate left null. Passage printed_page was 411; the act begins on printed page 410 (rubric and incipit verified in the volume text), used as aas_page. Country Italy inferred from Turin - unambiguous."
AAS,4,1912,490,,Epistola,Pius PP. X,"AAS 4 (1912), p. 490",https://www.vatican.va/archive/aas/documents/AAS-04-1912-ocr.pdf,papal_coronation_act,"AD R. P. D. FRANCISCUM M. GIEURE, BAIONENSIUM EPISCOPUM, OCCASIONE CORONATIONE B. MARIAE V. « DU BEAU RAMEAU », AD TEMPLUM BÉTHARRAM.","Dies non longe abest, ut affertur, cum indicta per te sacra sollemnitas cultores Virginis du Beau Rameau ad Bétharram congregabit",B. Maria V. « du Beau Rameau »,Notre-Dame du Beau Rameau,"Blessed Virgin Mary (with the Infant Jesus: two crowns, 'divinae Matris Filiique effigiem')",templum Virginis ad Bétharram (sanctuary served by the Presbyteri sacri Cordis Iesu a Bétharram),Bétharram,Baionensis,Bayonne,France,1912-06-14,1912,,high,"Source passage in this batch is the volume index (printed p. 751, 'Dies non longe. - Ad R. P. D. Franciscum M. Gieure ... occasione coronationis B. M. Virginis « du Beau Rameau », ad templum Bétharram'); the act itself was read in txt/AAS-04-1912-ocr.txt at printed p. 490, so `page` is set to 490 rather than the index page 751. The same volume's analytic index (batch passage AAS-04-1912-ocr#g771, p. 771) repeats it: 'Gieure Franciscus ... epistolam accipit, qua ei fit potestas B. M. V. « du Beau Rameau » ad Bétharram decorandi aureis coronis a beatissimo Patre oblatis, 490.' Key act wording: 'idemque binas afferet áureas coronas, quibus tibi divinae Matris Filiique effigiem, sollemnibus caeremoniis, exornandi facimus potestatem' — the Pope sends two golden crowns via Victor Bourdenne, Procurator General, and grants the diocesan bishop the faculty to crown the image of the Virgin and Child. OCR of the rubric reads 'GIBURE' for GIEURE and 'CORONATIONE' for CORONATIONIS. coronation_date: the letter (14 June 1912) says the solemnity is imminent ('Dies non longe abest'), and the index heads the letter 'occasione coronationis', so the year 1912 is stated in substance; no day/month given. Country inferred from the diocese of Bayonne, named in the rubric."
AAS,4,1912,553,,Motu Proprio,Pius PP. X,"AAS 4 (1912), p. 553",https://www.vatican.va/archive/aas/documents/AAS-04-1912-ocr.pdf,retrospective_attestation,DE SANCTUARIO S. MARIAE AD RUPES AD VALLEM SUPPENTONIAM.,"Quo pietatis studium in Cristifidelium animis impensius excitarent Sanctorumque cultum omni ope proveherent, consueverunt Romani Pontifices decessores Nostri perhonorificis nominibus, privilegiis gratiisque ea loca sacra vel templa augere","Sacerrimum Virginis simulacrum, S. Maria ad Rupes",Santa Maria ad Rupes,Blessed Virgin Mary,Sanctuarium S. Mariae ad Rupes,"Castel Sant'Elia (sancti Eliae Castrum), vallis Suppentonia",Nepesina,Nepi,Italy,1912-08-15,,,high,"Motu proprio erecting the sanctuary into a minor basilica, stating in passing 'decreto Ordinis Canonicorum Basilicae Vaticanae, sacerrimo Virginis simulacro diadema ex auro gemmisque est impositum' - i.e. crowning by decree of the Vatican Chapter; no date given. Passage printed_page was 554; the act begins on printed page 553 (rubric and incipit verified in the volume text), used as aas_page. OCR reads 'Cristifidelium' for 'Christifidelium'. Country Italy inferred from Nepi/Castel Sant'Elia - unambiguous."
AAS,5,1913,180,IV,Epistola,Pius PP. X,"AAS 5 (1913), p. 180",https://www.vatican.va/archive/aas/documents/AAS-05-1913-ocr.pdf,retrospective_attestation,"AD V. E. DOMINICUM CARD. FERRATA, ARCHIPRESBYTERUM LATERANENSEM, QUEM RENUNTIAT LEGATUM SUUM AD CONVENTUM EUCHARISTICUM MELITENSEM.","Inter publicas illustrioresque significationes Fidei, quas hoc anno per saecularia Constantiniana daturum est catholicum nomen",sacerrimum Virginis Deiparae simulacrum quod Conspicuae colitur,,Blessed Virgin Mary,,Cospicua (Bormla),Melitensis,Malta,Malta,1913-04-08,,Dominicus Card. Ferrata,medium,"Letter naming Ferrata Legate to the Malta Eucharistic Congress; it recalls in passing that Pius X had earlier sent him to Malta to crown a Marian image: 'ea ipsa loca non ita pridem, missus item a Nobis, adivisti, ut sacerrimo Virginis Deiparae simulacro quod Conspicuae colitur, auream coronam imponeres'. 'Conspicuae' is a locative and is read as Cospicua (Bormla), Malta - identification inferred, hence medium confidence. No date is given for the crowning ('non ita pridem'). The diocese (Melitensis) is inferred from the Maltese setting, not stated for the image."
AAS,6,1914,180,II,Epistola,Pius PP. X,"AAS 6 (1914), p. 180",https://www.vatican.va/archive/aas/documents/AAS-06-1914-ocr.pdf,papal_personal_coronation,"AD R. P. D. VINCENTIUM SCOZZOLI, ARIMINENSIUM EPISCOPUM, SAECULO IAM EXEUNTE, EX QUO S. P. PIUS VII, V. R., E GALLICA CAPTIVITATE REDUX, SIMULACRUM SSMAE VIRGINIS MARIAE, ARIMINENSIBUS SACRUM, DIADEMATE EXORNAVIT.","Pervetustum istud Virginis augustae simulacrum, non tradita tantum a maioribus religione scimus esse Ariminensibus sacerrimum","pervetustum Virginis augustae simulacrum, Ariminensibus sacrum",,Blessed Virgin Mary,,Rimini,Ariminensis,Rimini,Italy,1914-04-08,,,high,"Pius VII crowned the image in person while passing through Rimini on his return from captivity in France: 'qui Ariminum pertransiens e gallica redux captivitate ... regio illud diademate ornavit'. No year is given; the 1914 letter says the century is drawing to a close ('saeculo iam exeunte'), which implies c. 1814 - not stated, so coronation_date left null. Datum reads 'die viri aprilis' in the OCR = die VIII aprilis. The same act is indexed at AAS 6 (1914) 733 and 762."
AAS,6,1914,374,I,Epistola,Pius PP. X,"AAS 6 (1914), p. 374",https://www.vatican.va/archive/aas/documents/AAS-06-1914-ocr.pdf,papal_personal_coronation,"AD R. P. D. IOSEPHUM SCATTI, EPISCOPUM SAVONENSEM ET NAULENSEM, DE SACRIS SOLLEMNIBUS ANNO PROXIMO SAVONAE CELEBRANDIS QUOD CENTUM ANNIS ANTE PIUS VII P. M. IMAGINEM "" MATRIS MISERICORDIAE "" CORONA REDIMIERAT.","Si unquam recentioribus aetatibus Petri navicula turbulentissimis est iactata fluctibus, id certe tum evenit","miserentissimae Matris imago, Mater Misericordiae",Nostra Signora della Misericordia,Blessed Virgin Mary,,Savona,Savonensis et Naulensis,Savona-Noli,Italy,1914-06-29,1815,,high,"Pius VII crowned the image in person: 'post annum, promissa exsecutus, istic miserentissimae Matris imaginem pretiosa corona redimiit'. The year 1815 is derived from the rubric ('centum annis ante') read against the centenary solemnities announced for 7-13 May 1915 - not printed as a numeral, so treat the year as reconstructed. Same act indexed at AAS 6 (1914) 733-734 and 762."
AAS,7,1915,201,II,Epistola,Benedictus PP. XV,"AAS 7 (1915), p. 201",https://www.vatican.va/archive/aas/documents/AAS-07-1915-ocr.pdf,retrospective_attestation,"AD R. P. D. IOSEPHUM SCATTI, EPISCOPUM SAVONENSEM ET NAULENSEM, OB SOLLEMNIA SAECULARIA IN HONOREM DOMINAE NOSTRAE A MISERICORDIA.","Decessorem Nostrum sanctae memoriae Pium X scimus anno superiore, datis ad te litteris, venerabilis Frater, de sacris saecularibus","simulacrum Savonense, Maria Auxiliatrix christianorum, Domina Nostra a Misericordia",Nostra Signora della Misericordia,Blessed Virgin Mary,Savonensis aedes (Marian sanctuary of Savona),Savona,Savonensis et Naulensis,Savona-Noli,Italy,1915-04-19,1815,,high,"Attests the personal coronation by Pius VII: 'eundemque anno post, aurea corona simulacro Savonensi imposita, votum Mariae Auxiliatrici christianorum solvisse' ('abhinc fere centum annis'). Year 1815 reconstructed (a year after Pius VII's return in 1814); not printed as a numeral. Benedict XV here deputes Andrea Card. Ferrari, Archbishop of Milan, as his Legate to the centenary solemnities - not to a coronation - so the legate field is left null. The letter begins on printed p. 201; the passage's printed_page is 202."
AAS,8,1916,144,V,Epistola,Benedictus PP. XV,"AAS 8 (1916), p. 144",https://www.vatican.va/archive/aas/documents/AAS-08-1916-ocr.pdf,retrospective_attestation,"AD R. P. D. BARNABAM PIEDRABUENA, EPISCOPUM CATAMARCENSIUM, DE SOLLEMNIBUS GRATULATUR, QUAE B. M. V. « DEL VALLE » APPARANTUR.",Litteris tuis officio functus es grato admodum Nobis. Nuntiasti enim Catamarcensium catholicorum in almam Dei Matrem adeo studia exardescere,B. M. V. « del Valle » / Nostra Domina « dei Valle »,Nuestra Señora del Valle,Blessed Virgin Mary,,Catamarca,Catamarcensis,Catamarca,Argentina,1916-03-13,1891,,medium,"The batch passage is the volume index (printed p. 500), whose entry ('Litteris tuis. - Ad R. P. D. Barnabam Piedrabuena, episcopum Catamarciensium, de sollemnibus gratulatur, quae B. M. V. « dei Valle » apparantur') does not itself mention a crowning; the crowning is attested in the act it points to, read in txt/AAS-08-1916-ocr.txt at printed p. 144: 'iidem, labente vicesimo quinto anno ex quo Virginis simulacrum, sollemni Ecclesiae ritu, aureo donatum est diademate, velint huius eventus faustitatem iteranda pietatis significatione commemorare'. `page` therefore set to 144, not to the index page 500. coronation_date 1891 is arithmetic: the 25th year was running in 1916 ('labente vicesimo quinto anno'); the act itself states no year, so verify. The act names no authority for the original coronation beyond 'sollemni Ecclesiae ritu'. Country inferred from the see of Catamarca (the act speaks of an Apostolic Legate 'apud istam Rempublicam'). The Legate named in the act (Achilles, titular archbishop of Thessalonica) is deputed for the 1916 anniversary solemnities, not for the coronation, so `legate` is left null."
AAS,8,1916,259,,Litterae Apostolicae,Benedictus PP. XV,"AAS 8 (1916), p. 259",https://www.vatican.va/archive/aas/documents/AAS-08-1916-ocr.pdf,retrospective_attestation,"TEMPLUM S. MARIAE VULGO "" DI POZZANO "", APUD STABIAM SEU CASTRUM MARIS, TITULO BASILICAE HONESTATUR.","Romanorum Pontificum Decessorum Nostrorum vestigia persequentes, sacras Aedes, quae, ante actis aetatibus erectae artisque omne genus operibus exornatae","vetustissima Imago Virginis Deiparae, B. Virgo a Pozzano",Madonna di Pozzano,Blessed Virgin Mary,Sanctuarium Mariale in colle vulgo Pozzano (Ord. Minimorum),Castellammare di Stabia (Castrum Maris seu Stabia),Stabiensis,Castellammare di Stabia,Italy,1916-07-15,1874,,high,"'Ordo Canonicorum Basilicae Vaticanae anno MDCCCLXXIV, cum ingenti bonorum plausu laetitiaque, eandem Deiparae Imaginem aurea corona redimiit.' The act begins on printed p. 259 (passage printed_page is 260). Two other images in the same church (Christ crucified, St Francis of Paola) are mentioned but not said to be crowned."
AAS,9,1917,58,VIII,Litterae Apostolicae,Benedictus PP. XV,"AAS 9 (1917), p. 58",https://www.vatican.va/archive/aas/documents/AAS-09-I-1917-ocr.pdf,retrospective_attestation,""" PARVUM SANCTUARIUM MARIAE VIRGINIS PERDOLENTIS VULGO ' AL FIUMICELLO ' "", QUOD NEAPOLI EXSTAT, PONTIFICIO COGNOMINE PERPETUO DECORATUR.","Romani Pontifices Decessores Nostri, ut Christiani populi religio ac pietas erga Deiparam Virginem magis magisque augescerent in dies",simulacrum B. Mariae Virginis Perdolentis,Madonna Addolorata al Fiumicello,Blessed Virgin Mary,"Sacra Aedes B. Mariae Virgini Perdolenti dicata, vulgo "" al Fiumicello """,Naples,Neapolitana,Naples,Italy,1916-01-18,1910-09-04,,high,"Pius X granted the Archbishop of Naples the faculty to crown the image ('facultatem libenter fecit, ut simulacrum eiusdem B. Virginis ... aurea corona redimiret'); it was carried out in the metropolitan church on 4 September 1910 in the Pope's name and by his authority by the Cardinal Archbishop, who is not named in the text. The act is dated 1916 although printed in AAS vol. 9 (1917); this is confirmed by the surrounding acts, which run in date order from Oct. 1914 to Feb. 1916, and by 'Pontificatus Nostri anno secundo'."
